Mobile Key,Delay From Due Date,Num Delay Payment Car,Wallet Balance,outflow,inflow,mothly_avg_outflow,mothly_avg_inflow,charity_amount,avg_municipality_amount,investment_amount,is912,isfirstregion,MobilePrice,domesticflight_amount,internationalflight_amount,train_amount,max_route_rate,max_train_rate,max_car_price,Loyality Score,Recency,num_delay_payment,avg_date_diff_payment,delay_total_amount,num_loan,total_loan_amount,,id
11358084,947,40,0,68300744,59817700,2969597.565,2392708,0,0,0,0,0,497,0,0,0,0,0,0,5,6,124,105.5483871,46042800,2,11848775760,,
21826742,232,62,246474,168734004,1415354680,6026214.429,50548381.43,0,0,0,0,0,130,0,0,0,0,0,0,116,4,3,2.666666667,2686380,1,1203498240,,
91948333,266,49,0,1950568580,4576000,88662208.18,208000,0,0,0,0,0,149,0,0,0,0,0,0,147,2,40,8.5,13723720,2,9759837600,,
99597640,112,1,138779,39654900,3659320,7930980,609886.6667,0,0,0,0,0,300,0,0,0,0,0,0,0,9,17,4,8037090,1,10722423600,,
29100370,343,34,0,4079292520,1344682150,156895866.2,49803042.59,0,0,0,0,0,349,67296000,0,2519000,0,0,0,487,1,6,1.666666667,1014900,1,5480460000,,
117192748,352,39,0,367894049,28971830,13139073.18,1034708.214,0,0,0,1,0,350,0,0,0,0,0,0,29,27,148,4.114864865,40082840,1,8774892000,,
29603321,391,9,0,1205691070,614176900,50237127.92,21934889.29,0,0,0,0,0,204,0,0,1561875,0,0,0,87,10,12,6.583333333,21490320,1,7220747520,,
69153795,1825,135,1377949,6051802074,1171774170,216242931.2,41849077.5,3000000,0,0,0,0,249,0,0,0,0,0,0,295,2,0,0,0,1,1344600000,,
113724819,91,2,0,468213800,380795000,18008223.08,13599821.43,0,0,0,0,0,449,0,0,0,0,0,0,3,37,10,24.4,39522100,1,6639712800,,
25673044,1169,14,0,3375228600,718045440,120543878.6,25644480,0,0,0,0,0,199,0,0,0,0,0,0,248,1,7,2.714285714,6415080,1,3695086080,,
115103300,17,1,0,4633754515,281850000,165491232.7,10066071.43,0,0,0,0,0,800,0,0,0,0,0,0,534,1,25,2.76,10062500,1,3187800000,,
61326640,152,16,0,2512226630,554157760,89722379.64,19791348.57,0,0,0,0,0,800,0,0,0,0,0,0,662,1,9,1.333333333,2283840,1,8221824000,,
108898915,50,4,0,1728930752,33045000,72038781.33,1376875,0,0,0,0,0,800,0,0,0,0,0,0,81,2,16,17.5625,28580480,1,7202280960,,
1817429,17,7,0,2430416767,27775000,97216670.68,1111000,0,0,0,0,0,169,0,0,0,0,0,0,175,1,109,47.98165138,41548620,1,12350232000,,
65415118,121,5,0,400653710,80050000,36423064.55,4447222.222,0,0,0,0,0,194,0,0,0,0,0,0,1,216,119,22.1092437,17788120,1,4843152000,,
12121260,305,9,13933947,129558650,23159000,9966050,1781461.538,0,0,0,0,0,199,0,0,0,0,0,0,0,1,7,3.142857143,1141980,1,1203973200,,
95390669,355,32,0,1849183920,843360000,51366220,19613023.26,0,0,0,1,0,800,0,0,0,0,0,0,30,4,8,2.625,2361120,1,7118776800,,
2871278,532,4,9841437,249561910,487718000,8912925.357,17418500,0,0,0,1,0,487,0,0,0,0,0,0,7,5,0,0,0,1,4876835040,,
48138927,282,34,373088,1502305764,509618860,26826888.64,9100336.786,0,0,0,1,0,800,0,0,0,0,0,0,306,1,1,7,3159880,1,1706335200,,
45598639,386,109,5000000,4346604493,1391420994,155330517.6,49693606.93,2650000,0,0,0,0,419,0,0,0,0,0,0,181,1,15,9.4,22710600,1,6104609280,,
97750059,11,3,32143,87554890,18964103,6253920.714,1264273.533,0,0,0,0,0,149,0,0,0,0,0,0,4,8,11,1.727272727,2527910,2,5720893200,,
12752854,279,18,0,20909000,1303190,5227250,142441.4276,0,0,0,0,0,159,0,0,0,0,0,0,0,109,3,3.666666667,7620510,1,6401228400,,
99508159,9,13,3524833,5559885113,1072873350,198567325.5,38316905.36,0,0,0,0,0,1200,0,0,0,0,0,0,339,2,4,2.5,1218040,1,2247283800,,
74208183,124,7,100000,386959610,1178029410,20366295.26,47121176.4,0,0,0,0,0,149,0,0,0,0,0,0,10,150,11,2,2931170,1,8633628000,,
8072101,939,24,0,410921040,150286000,16436841.6,6011440,0,0,0,0,0,899,0,0,0,0,0,0,3,23,5,7,14778650,1,3972501120,,
11487424,338,7,0,1605508672,9716586,76452793.9,462694.5714,0,0,0,0,0,289,0,0,0,0,0,0,82,4,7,2.142857143,2238320,1,10360224000,,
16136169,225,2,0,491417180,1303190,23400818.1,142441.4276,0,0,0,0,0,349,0,0,0,0,0,0,55,2,53,3.566037736,21340980,1,6668049600,,
114368929,64,29,1648905,235780310,14031000,8874296.786,501107.1429,12700000,1702500,0,1,0,579,0,0,0,0,0,0,844,1,2,2.5,5837940,1,11769287040,,
132844738,24,4,1000000,2785139665,2403000,99471059.46,85821.42857,50000,0,0,1,0,99,0,0,0,0,0,0,258,1,0,0,0,1,1039537800,,
7954559,740,45,256820,6114220364,39101000,235162321.7,1261322.581,0,0,0,0,0,429,29488666.67,0,35159666.67,0,0,0,15,14,9,1.777777778,1871640,1,4229906400,,
22122396,340,21,100000,415532850,69552000,25973928.13,2898000,50000,0,0,0,0,259,0,0,0,0,0,0,38,1,6,3.5,1224360,1,1175385600,,
15574798,206,37,504758,141444561,98631000,6149763.522,3522535.714,0,0,0,0,0,350,25423000,0,8048500,4,0,0,6,16,0,0,0,1,2688962400,,
25267595,281,12,127968,353281675,503326000,17439603.57,17975928.57,12950000,0,0,0,0,259,0,0,0,0,0,0,31,2,7,2.428571429,8336020,1,4801547520,,
115260231,36,3,0,1114129520,24550000,46422063.33,1022916.667,0,0,0,0,0,350,0,0,0,0,0,0,89,2,17,8.764705882,32485640,1,7704829440,,
7182204,376,29,210309,1158189635,1498504666,44545755.19,53518023.79,0,0,0,0,0,149,0,0,0,0,0,0,57,10,7,7.857142857,4551680,1,1092403200,,
1688773,63,2,318084,66828918,94346551,3517311.474,3773862.04,0,0,0,0,0,130,0,0,0,0,0,0,2,54,169,16.52071006,32540950,1,6238620000,,
57158324,197,6,1523460,2845632500,950826500,106734537,35215796.3,36200000,0,0,1,0,300,0,0,0,0,0,0,269,1,2,1.5,473020,1,3256742700,,
107660840,21,25,2498426,1503397874,62026000,65365124.96,2696782.609,0,0,0,0,0,298,0,0,0,0,0,0,331,3,0,0,0,1,4564512000,,
107217972,14,1,613251,444057190,409253730,21145580.48,15740528.08,0,0,0,0,0,659,0,0,0,0,0,0,12,4,23,46.13043478,38035790,1,6667839360,,
7668944,305,18,0,23509704,1303190,2350970.4,142441.4276,0,0,0,1,0,239,0,0,0,0,0,0,0,11,0,0,0,1,973385280,,
42115758,805,32,1380025,418867430,373464000,14959551.07,13338000,0,0,0,1,0,800,0,0,0,0,0,11000000000,15,1,0,0,0,1,6249458880,,
3665351,291,5,0,258766980,203027900,16179186.25,11942817.65,100000,0,0,0,0,800,0,0,0,0,0,11000000000,4,46,16,2.9375,3244640,1,6570396000,,
1564100,182,43,3777079,19749615516,1106370000,353264562.8,19756607.14,33200000,0,0,0,0,99,0,0,0,0,0,12700000000,656,1,2,3.5,5362860,1,10811525760,,
28662989,207,28,0,9591205008,1904913260,208504456.7,37351240.39,0,0,0,0,0,149,0,0,0,0,0,12900000000,302,3,3,4,2569890,1,3453932160,,
59120816,149,13,618968,5387875556,567508780,192759841.3,20268170.71,9400000,0,0,0,0,519,0,0,0,0,0,13000000000,831,1,1,1,2015210,1,1354221120,,
67394791,31,8,1006950,3005916761,477384490,120236670.4,16461534.14,0,0,0,0,0,215,0,0,0,0,0,13000000000,121,1,16,1.3125,5764160,1,11672424000,,
23225835,96,7,0,23316600528,7112949000,277578577.7,84677964.29,0,0,0,0,1,350,0,0,0,0,0,13000000000,1289,1,7,2.571428571,2524270,1,6490980000,,
133439286,609,30,0,411596852,895000,15244327.85,33148.14815,0,0,0,1,0,800,0,0,0,0,0,15000000000,11,24,0,0,0,1,4765975200,,
383339,1212,18,183292,116424161,108375000,4312005.963,3870535.714,0,0,0,0,0,246,0,0,0,0,0,0,3,55,0,0,0,1,3783346560,,
23926210,866,45,791820,144768900,13002430,6032037.5,541767.9167,0,0,0,1,0,100,0,0,0,0,0,0,9,9,0,0,0,1,6745898880,,
100226275,464,15,316449,8577291370,1614071650,306331834.6,57645416.07,0,0,0,0,0,209,0,0,0,0,0,0,1120,1,3,1.333333333,271650,1,2933820000,,
143763652,110,7,0,169214052,223265780,6508232.769,7973777.857,0,0,0,1,0,800,0,0,0,0,0,0,0,6,4,6.25,10314360,1,4332031200,,
689295,1528,21,0,1612060978,609725000,57573606.36,21775892.86,0,0,0,0,0,199,0,0,0,0,0,0,101,1,17,1.941176471,2408730,1,4590756000,,
177928632,77,16,0,26540090,1303190,4423348.333,142441.4276,0,0,0,0,0,699,0,0,0,0,0,0,1,15,13,1.846153846,4998370,1,6436362600,,
160019279,45,5,0,3014649815,739770620,107666064.8,26420379.29,0,0,0,0,0,800,0,0,0,0,0,0,467,2,103,7.087378641,24375980,1,7667784000,,
63213607,148,3,0,410367081,46642877,18653049.14,2120130.773,0,0,0,0,0,899,0,0,0,0,0,0,1,7,6,1.333333333,1643880,1,8876952000,,
72561947,183,9,0,297048650,830000,14145173.81,39523.80952,0,0,0,1,1,800,0,0,0,0,0,0,1,125,6,12.66666667,11179020,1,7512301440,,
139510762,80,15,150000,116867940,67710000,5565140,2943913.043,0,0,0,0,0,150,0,0,1500000,0,1,0,5,28,92,2.097826087,23310040,1,8209188000,,
59996774,157,2,0,22745786930,520266000,812349533.2,18580928.57,0,0,0,0,0,900,0,0,0,0,0,0,7319,1,2,1,628000,2,10294970400,,
19492212,254,5,0,226903340,156410000,11942281.05,6015769.231,0,0,0,0,0,379,0,0,0,0,0,0,3,9,21,1.047619048,4896360,1,7554384000,,
45646845,103,7,0,38939953,17850000,1693041.435,776086.9565,0,0,0,0,0,246,0,0,0,0,0,0,1,17,0,0,0,1,4999397760,,
48936642,413,65,1155123,4508643466,843103000,161022980.9,29072517.24,0,0,0,1,0,800,9420000,0,0,0,0,0,66,5,0,0,0,1,10594483200,,
78514200,324,12,0,251568201,117935088,25176820.1,8423934.857,200000,0,0,0,0,159,0,0,0,0,0,0,2,14,4,1.75,1532200,1,1241082000,,
25156325,613,25,2188040,162409088,6837540,11600649.14,455836,0,0,0,0,0,399,0,0,0,0,0,0,2,12,4,3.25,8645080,1,8714240640,,
60951893,290,15,279514,2315221503,1056070391,82686482.25,37716799.68,0,0,0,1,0,136.8343173,0,0,0,0,0,0,57,3,1,4,1116640,1,1313168640,,
116926290,145,13,0,1560966048,590535000,111497574.9,21871666.67,0,0,0,0,0,99,0,0,0,0,0,0,248,1,10,4.6,28612000,1,10094313600,,
1971514,410,15,0,132942406,1303190,5539266.917,142441.4276,0,0,0,0,0,349,0,0,0,0,0,0,5,7,1,2,866700,1,3057717600,,
126688074,457,22,0,963645234,31517310,34421258.36,1125618.214,150000,0,0,0,0,159,0,0,0,0,0,0,59,1,12,25,29250840,1,4914141120,,
64757666,73,4,0,1449311610,12675000,55742754.23,487500,0,0,0,0,0,800,0,0,0,0,0,0,58,29,106,35.21698113,49445820,1,9739893600,,
229165,618,3,0,40276660,173080000,1611066.4,6181428.571,0,0,0,0,0,289,0,0,0,0,0,0,0,28,3,1.333333333,555750,1,6002100000,,
157674933,217,21,0,198028400,373340,9901420,18667,0,0,0,0,0,149,0,0,0,0,0,0,7,4,32,1.8125,4042880,1,4093416000,,
157867926,620,39,114162,697709230,3310000,24918186.79,118214.2857,0,0,0,0,0,149,0,0,0,0,0,0,582,1,10,2.2,11420700,1,4604826240,,
42341784,254,18,2278572,5058413673,219074200,180657631.2,7824078.571,0,0,0,0,0,179,0,0,0,0,0,0,1207,1,24,1.375,7120240,2,12387452400,,
104022856,32,3,0,104474616,249761240,7462472.571,8612456.552,0,0,0,0,0,259,0,0,38296791.67,0,1,0,2,29,13,1.384615385,2573480,1,6413904000,,
22985573,131,17,3230108,2689319374,61051000,96047120.5,2180392.857,0,0,0,1,0,429,0,0,0,0,0,0,438,1,2,1,4288680,1,8645978880,,
86727331,159,5,0,540103253,4044000,41546404.08,311076.9231,0,0,0,1,0,159,0,0,0,0,0,0,56,3,0,0,0,1,1267268400,,
128533357,320,11,3979903,116596180,28000000,4663847.2,1120000,0,0,0,1,0,555,0,0,0,0,0,0,14,1,0,0,0,1,4924644480,,
130760369,298,57,0,2524176172,544323604,90149149,19440128.71,0,0,0,1,0,200,0,0,0,0,0,0,417,1,47,2.829787234,5124410,1,3532572000,,
401274,14,4,0,216705580,1090000,19700507.27,99090.90909,0,0,0,0,0,419,0,0,0,0,0,0,1,3,66,24,28077060,1,5053870800,,
172459885,40,10,0,2337902370,1328000,97412598.75,55333.33333,0,0,0,0,0,800,0,0,0,0,0,0,258,1,1,1,2791640,1,3282968640,,
56724147,569,33,1000000,1578446150,115195000,92849773.53,5759750,0,0,0,0,0,349,0,0,0,0,0,0,90,191,176,317.125,15766080,1,2902392000,,
11470554,186,11,1451138,1539989285,1156275942,61599571.4,41295569.36,0,0,0,0,0,250,0,0,0,0,0,0,118,12,165,2.16969697,32592080,2,14542416000,,
80519563,200,15,0,1001861678,514260088,35780774.21,18366431.71,0,0,0,0,0,429,0,0,0,0,0,0,98,2,1,1,255040,1,8263296000,,
102299846,177,4,203770,48356294,55200000,1768081.929,1971428.571,1150000,0,0,0,0,200,0,0,0,0,0,0,22,8,6,12.33333333,12140760,1,2379588960,,
176303437,180,8,108436,1315886250,1655000,101222019.2,127307.6923,0,0,0,0,0,449,0,0,0,0,0,1800000000,841,1,19,102.1052632,20622980,1,4376413440,,
26151630,1453,44,698533,2808958680,4087000,104035506.7,151370.3704,0,0,0,1,0,279,3500000,0,0,0,0,1800000000,183,4,0,0,0,1,3220758240,,
42941743,679,17,1200000,3562800,444047700,1210933.333,31717692.86,70000,0,0,0,0,259,0,0,0,0,0,1800000000,0,3,0,0,0,1,110646000,,
129734586,317,11,0,7211864,450000,1030266.286,64285.71429,0,0,0,1,0,349,0,0,0,0,0,1800000000,0,65,100,10.53,11129000,1,2584153800,,
43450529,16,4,339058,108754330,650357000,6041907.222,23227035.71,0,0,0,0,0,399,0,0,0,0,0,1800000000,0,6,0,0,0,1,2033190000,,
1606374,600,26,0,878789171,586110000,31385327.54,17760909.09,0,0,0,0,0,279,0,0,2324410.714,0,0,1800000000,57,1,2,1.5,1062680,1,2142362880,,
115246297,169,74,27760,11775523008,948091040,210277196.6,16930197.14,0,0,0,0,0,199,0,0,0,0,0,1800000000,333,2,52,2.115384615,12203360,1,7603632000,,
55226430,47,8,21512,659430390,23659519,41214399.38,1245237.842,0,0,0,0,0,179,0,0,0,0,0,1800000000,41,13,177,197.1694915,24020670,1,4397004000,,
176160858,269,20,0,120157796,1732403,6007889.8,86620.15,0,0,0,0,0,199,0,0,0,0,0,1800000000,620,1,179,154.4357542,39399690,1,7131564000,,
16275253,85,6,2440,1434539102,23800200,84384653.06,1400011.765,0,0,0,0,0,200,0,0,0,0,0,1800000000,89,1,80,77.8625,22643200,1,9170496000,,
9049711,98,3,100000,4134813300,2256672000,153141233.3,83580444.44,0,0,0,0,0,199,0,0,0,0,0,1800000000,435,1,22,13,41675480,1,7637978880,,
43642851,1043,39,0,84440748,1779830,16888149.6,254261.4286,0,0,0,0,0,419,0,0,0,0,0,1800000000,4,10,2,1.5,273820,2,4957329600,,
22526240,298,22,500000,1533036810,143370000,90178635.88,7965000,0,0,0,0,0,289,0,0,0,0,0,1800000000,101,1,3,2.666666667,6807450,1,8386778400,,
58924712,258,3,290247,1717189883,723461000,71549578.46,30144208.33,0,0,0,0,0,199,0,0,0,0,0,0,124,3,0,0,0,1,861577920,,
83961843,1148,21,0,1709872820,99410000,65764339.23,3550357.143,0,0,0,0,0,349,0,0,0,0,0,0,123,29,22,69.27272727,20497840,1,3756695040,,
4151050,137,11,1043440,2072968630,1845010,148069187.9,131786.4286,0,0,0,0,0,180,0,0,0,0,0,0,165,1,16,1.75,4506720,1,9126108000,,
84583927,153,20,313258,1721640273,280174860,61487152.61,10006245,0,0,0,1,0,349,0,0,0,0,0,0,103,2,1,1,266600,1,8637840000,,
17795943,1067,49,101526,1341381399,314709600,47906478.54,11239628.57,0,0,0,0,0,285,0,0,0,0,0,0,211,1,3,1.333333333,626760,1,5490417600,,
6049546,288,16,206860,957600088,84049160,34200003.14,2898246.897,0,0,0,0,0,400,18847000,0,0,0,0,0,59,2,3,1.333333333,4662480,1,6266373120,,
16880243,641,5,27460,760961216,661430660,14675207.7,11811261.79,31500000,0,0,1,0,899,0,0,0,0,0,0,7,15,2,1.5,723060,2,14777672400,,
64758556,188,16,734334,6617791100,2590000,287730047.8,112608.6957,0,0,0,0,0,399,0,0,0,0,0,0,409,1,11,16.45454545,35993650,1,6596654400,,
19972481,2108,9,0,743054160,23200560,28579006.15,892329.2308,0,0,0,0,0,289,0,0,0,0,0,0,12,25,62,179.983871,17021480,1,8895096000,,
356012935,1283,21,0,1770759310,1700209,147563275.8,141684.0833,0,0,0,0,0,800,0,0,0,0,0,0,256,122,178,316.5,49327360,1,8978688000,,
44874781,106,11,0,56555287,710000,4712940.583,59166.66667,0,0,0,0,0,800,0,0,0,0,0,0,3,7,6,2,19128360,1,12854257920,,
85049528,480,34,0,1936150511,606295000,69148232.54,21653392.86,0,0,0,0,0,259,0,0,0,0,0,0,78,1,8,12.625,5736320,2,3389813280,,
10426967,99,25,0,851432814,219470000,31534548.67,8128518.519,0,0,0,0,0,259,0,0,0,0,0,0,53,6,13,1.769230769,4574310,1,4876918200,,
106666426,53,2,0,24949777,182410,3564253.857,26058.57143,0,0,0,0,0,149,0,0,0,0,0,0,7,19,26,5.5,4742660,1,5910084000,,
24002073,253,7,0,743592700,1303190,61966058.33,142441.4276,0,0,0,0,0,130,0,0,0,0,0,0,80,14,162,39.72839506,47431980,1,9486396000,,
27419700,147,10,1005402,3329812314,105150000,118921868.4,3755357.143,0,0,0,0,0,150,0,0,0,0,0,0,365,4,0,0,0,1,2911194000,,
41031695,217,6,73000,968709728,351740000,34596776,12562142.86,0,0,0,0,0,99,0,0,0,0,0,0,149,2,24,164.5,19559520,1,3285999360,,
177649965,159,4,628124,66770550,8850964,5136196.154,632211.7143,0,0,0,0,0,800,0,0,0,0,0,0,9,15,26,2.884615385,7265700,1,9054180000,,
354921842,57,7,327920,45659604,9799980,3512277.231,753844.6154,0,0,0,0,0,129,0,0,0,0,0,0,39,14,2,7.5,3355980,1,6765655680,,
56698772,199,4,9040,2202807390,4261040,122378188.3,213052,0,0,0,0,0,233,0,0,0,0,0,0,156,13,55,6.327272727,20769650,1,12235212000,,
43418359,77,3,0,3260761110,1577740780,116455753.9,56347885,0,0,0,0,0,349,0,0,0,0,0,0,270,3,1,1,343070,1,555773400,,
105672187,589,19,0,155469270,1303190,5552473.929,142441.4276,0,0,0,0,0,399,0,0,0,0,0,0,28,2,0,0,0,1,9392221440,,
108960276,901,15,0,480539557,857000,17797761.37,31740.74074,0,0,0,0,0,149,0,0,0,0,0,0,86,8,1,3,1832080,1,7386946560,,
56569406,326,86,64000,219427489,260655610,11548815.21,13718716.32,0,0,0,0,0,129,0,0,0,0,0,0,2,7,13,6.615384615,61287460,1,17424496320,,
56017827,2448,47,0,17078178,750840000,3415635.6,31285000,0,0,0,0,0,246,0,0,0,0,0,0,0,8,16,67.0625,11335200,1,2856470400,,
20523153,716,33,0,3230061223,434440000,129202448.9,16709230.77,0,0,0,1,0,99,0,0,0,0,0,0,228,2,0,0,0,1,8026462080,,
27864542,201,103,3015835,1237819505,254203700,44207839.46,9078703.571,0,0,0,1,1,800,0,0,0,0,0,0,108,9,60,3.566666667,18984600,1,10251684000,,
25514815,689,43,311106,1154013555,61830000,82429539.64,3254210.526,0,0,0,0,0,349,0,0,0,0,0,0,348,1,21,109.0952381,41551650,1,7977916800,,
142443794,247,7,0,4641054150,410042000,244266007.9,15186740.74,0,0,0,0,0,899,0,0,0,0,0,0,216,1,0,0,0,1,5288803200,,
65587930,41,9,0,5690351764,1303190,299492198.1,142441.4276,0,0,0,0,0,99,0,0,0,0,0,0,806,1,7,3.142857143,2925930,1,5266674000,,
87638635,6,1,0,1325570,1303190,448581.0979,142441.4276,0,0,0,0,0,249,0,0,0,0,0,0,0,9,0,0,0,1,3016243800,,
142627406,68,14,1095665,2626353874,858868290,93798352.64,30673867.5,0,0,0,0,0,449,0,0,0,0,0,0,28,8,19,13.15789474,55138760,1,11701025280,,
40467192,14,1,0,36776278,9477700,2043126.556,526538.8889,0,0,0,0,0,199,0,0,0,0,0,0,0,43,17,6.529411765,43185780,1,10242650880,,
39592203,262,6,0,602092730,467779510,37630795.63,18711180.4,0,0,0,0,0,899,0,0,0,0,0,0,14,28,20,68.25,40539400,1,8172743040,,
16193753,422,8,482720,3070168391,1459106720,153958419.6,52110954.29,9000000,10579000,0,1,0,150,0,0,0,0,0,0,128,1,1,1,2231950,1,7499352000,,
60863479,378,25,144629,74294732,9760040,4370278.353,574120,0,0,0,0,0,149,0,0,0,0,0,0,0,2,20,1.8,4493840,2,7254547200,,
31619887,187,3,0,317375620,253844540,12695024.8,9763251.538,0,0,0,0,0,250,0,0,0,0,0,0,8,18,6,2.666666667,433620,1,2341548000,,
25829057,144,4,0,16674366,1183220000,980845.0588,42257857.14,0,0,0,0,0,301,0,0,0,0,0,0,1,50,1,1,276190,1,8948556000,,
88623944,120,3,125166,3128539975,1408857388,111733570.5,50316335.29,0,0,0,0,0,149,0,0,0,0,0,0,152,1,49,1.959183673,13262340,1,8769384000,,
27407537,99,1,0,53202272,1303190,4092482.462,142441.4276,0,0,0,0,0,130,0,0,0,0,0,0,11,3,19,6.315789474,1604930,1,1003503600,,
26647808,468,48,177980,6386070956,2303720000,118260573.3,39719310.34,0,0,0,0,0,250,13789000,0,0,0,0,0,247,1,146,41.47945205,37992120,1,7869052800,,
54347355,2,1,1711036,748057360,75535440,27828050.37,2797608.889,3300000,0,0,1,0,400,0,0,0,0,0,0,55,1,1,1,517740,1,16774776000,,
43517808,415,68,2222576,92588030,124438000,6199202,6913222.222,400000,0,0,1,0,798,0,0,0,0,0,0,8,24,1,1,487890,1,7640357400,,
157084310,376,136,0,394546928,5542800,17933951.27,251945.4545,0,0,0,0,0,250,0,0,0,0,0,0,16,3,13,14.38461538,34306610,1,7980245280,,
24850180,1128,17,0,1398945138,108815000,49962326.36,3886250,0,0,0,0,0,350,0,0,0,0,0,0,114,5,0,0,0,1,2189782560,,
81792042,135,29,4697059,884694439,2077047588,31596229.96,74180271,0,0,0,1,0,800,0,0,0,0,0,0,67,1,3,1,9299790,1,11457341280,,
83620122,297,27,0,18961997,5030000,9480998.5,2515000,0,0,0,0,0,129,0,0,0,0,0,0,0,36,24,114.5,50462400,1,8477683200,,
57313103,531,43,1000000,2173984433,374178000,77642301.18,12902689.66,0,0,0,0,0,800,9576000,0,0,0,0,0,70,6,0,0,0,1,2880984960,,
137923010,557,4,543479,4787114522,2709470000,170968375.8,96766785.71,0,0,0,0,0,129,0,0,0,0,0,0,173,1,0,0,0,1,6495793920,,
13686626,343,20,26028,277617905,865000,23134825.42,72083.33333,0,0,0,0,0,246,0,0,0,0,0,0,104,1,0,0,0,1,2450892600,,
356344489,106,32,1016810,991874088,2526250,82656174,210520.8333,0,0,0,0,0,150,0,0,0,0,0,0,594,1,2,4,6248460,1,12596895360,,
23943120,50,1,1602465,189180073,166635500,7006669.37,6171685.185,0,0,0,0,0,899,0,0,0,0,0,0,2,35,8,5.75,6924160,1,2181110400,,
110041670,267,123,0,2561635180,1303190,134822904.2,142441.4276,0,0,0,0,0,149,0,0,0,0,0,0,167,29,43,2.813953488,21055810,1,13044808800,,
19261254,218,1,294475,569248030,168781500,21083260.37,4822328.571,0,0,0,1,0,250,39145500,15000000,27397000,2,1,0,19,19,1,3,1944500,1,2940084000,,
137700590,432,36,0,1558499596,1139320002,32468741.58,21910000.04,0,0,0,0,0,349,0,0,0,0,0,0,109,1,2,1.5,5982580,1,5025367200,,
92185847,291,48,0,4144336145,114000,148012005.2,4071.428571,0,0,0,1,0,130,0,0,0,0,0,0,1206,1,0,0,0,1,6208473600,,
113146829,198,4,7208645,224541083,74800000,10206412.86,3400000,0,0,0,1,0,799,0,0,0,0,0,0,6,12,13,7.307692308,31450510,1,7315872480,,
33581321,449,40,625188,284243636,32400000,5466223.769,623076.9231,0,0,0,0,0,149,0,0,0,0,0,1800000000,105,3,14,8.285714286,13930980,1,3343435200,,
104168538,311,11,488812,82234700,42464668,4866747.059,2234982.526,500000,0,0,0,0,169,0,0,0,0,0,1800000000,2,28,62,13.06451613,14158940,1,7399188000,,
81312339,405,14,0,7410155384,1766532980,264648406.6,60914930.34,0,0,0,1,0,259,0,0,2842000,0,0,1800000000,215,1,1,1,187980,1,6090552000,,
46080187,871,103,1216711,680729660,176330620,26181910,6781946.923,0,0,0,0,0,200,0,0,0,0,0,1800000000,51,11,10,118.5,1653100,1,5356044000,,
37222901,11,1,0,187469900,24766600,37493980,2476660,0,0,0,0,0,349,0,0,0,0,0,1800000000,1,2,1,1,2310400,1,4657766400,,
42295921,832,4,1159061,84804830,15400000,3028743.929,550000,0,0,0,1,0,130,0,0,0,0,0,1800000000,14,1,4,2.25,4154880,1,4188119040,,
37801207,96,11,0,1988477838,524710000,116969284.6,21862916.67,0,0,0,0,0,209,0,0,2200000,0,0,1800000000,109,7,0,0,0,1,1983258000,,
129558292,389,36,50000,17351940,347380,2478848.571,49625.71429,0,0,0,0,0,399,0,0,0,0,0,1800000000,0,130,0,0,0,1,7440447600,,
22741567,1078,20,433983,4776258034,296632320,171294929.8,10594011.43,0,0,20000000,0,0,99,0,0,0,0,0,1800000000,291,1,5,1.2,425100,1,2754648000,,
14532153,802,28,0,2167275262,539597000,77402687.93,19271321.43,0,0,0,0,0,199,0,0,0,0,0,1800000000,251,3,0,0,0,1,2365992000,,
75749902,632,16,859384,233753545,503701800,8657538.704,18655622.22,0,0,0,0,0,204,0,0,0,0,0,1800000000,11,9,0,0,0,1,6867180000,,
19915762,459,20,0,2581472970,1000250,161342060.6,62515.625,0,0,0,0,0,519,0,0,0,0,0,1800000000,137,19,20,73.95,12397800,1,2499396480,,
92479615,222,3,0,3833300,1303190,958325,142441.4276,0,0,0,0,0,249,0,0,0,0,0,1800000000,0,2,19,86.21052632,12010850,1,2548828800,,
136301035,35,1,0,24803442,1303190,6200860.5,142441.4276,0,0,0,0,0,349,0,0,0,0,0,1800000000,3,2,0,0,0,1,6885849600,,
38467124,857,20,130076,3044565380,123341000,108734477.9,4405035.714,0,0,0,0,0,240,0,0,0,0,0,1800000000,274,1,4,6,6331560,1,6382212480,,
9303818,878,24,843347,4421977500,123157400,78974598.21,2160656.14,600000,0,0,0,0,149,1767000,0,0,0,0,1800000000,501,2,68,4.838235294,12958140,2,8523122400,,
13284460,56,15,0,4975081020,315058740,207295042.5,10864094.48,0,0,0,0,0,129,0,0,0,0,0,1800000000,197,3,0,0,0,1,7087176000,,
153725565,617,19,0,797813670,1303190,37991127.14,142441.4276,0,0,0,0,0,129,0,0,0,0,0,1800000000,62,3,0,0,0,1,752698800,,
2438193,533,22,0,2341937040,298318000,48798688.33,6088122.449,400000,0,0,0,0,149,0,0,0,0,0,1800000000,51,56,16,4.3125,47510080,1,11972540160,,
42566198,159,15,80490,180260450,79029000,10014469.44,4390500,0,0,0,0,0,200,0,0,0,0,0,0,1,97,278,156.8776978,59546840,2,10751648400,,
7175537,1343,11,0,583232139,175532600,20829719.25,6269021.429,0,0,0,0,0,415,0,0,0,0,0,0,49,7,0,0,0,1,1325073600,,
